"","minlatedeparted","scheddeplocal"
"753",-17,"04/03/2019 8:20"
"754",-1,"04/03/2019 5:35"
"755",1,"04/03/2019 4:55"
"756",23,"04/03/2019 14:55"
"757",-10,"04/03/2019 12:30"
"758",-2,"04/03/2019 11:00"
"759",2,"04/03/2019 4:55"
"760",-3,"08/09/2018 5:50"
"761",-9,"08/09/2018 11:05"
"762",9,"08/09/2018 13:00"
"763",-8,"08/09/2018 9:35"
"764",10,"08/09/2018 5:40"
"765",2,"08/09/2018 9:00"
"766",-11,"08/09/2018 13:15"
"767",-20,"08/09/2018 15:15"
"768",-6,"08/09/2018 12:40"
"769",-2,"08/09/2018 10:15"
"770",6,"27/11/2018 6:30"
"771",36,"27/11/2018 9:15"
"772",-10,"27/11/2018 6:00"
"773",0,"27/11/2018 10:50"
"774",-13,"27/11/2018 13:00"
"775",-6,"27/11/2018 9:35"
"776",12,"27/11/2018 5:40"
"777",-3,"27/11/2018 13:15"
"778",7,"27/11/2018 8:20"
"779",-7,"27/11/2018 17:15"
"780",-3,"27/11/2018 15:25"
"781",-8,"27/11/2018 18:45"
"782",0,"27/11/2018 14:45"
"783",0,"27/11/2018 5:35"
"784",3,"27/11/2018 4:55"
"785",-2,"27/11/2018 14:55"
"786",45,"27/11/2018 21:35"
"787",13,"27/11/2018 12:30"
"788",-14,"27/11/2018 11:00"
"789",1,"27/11/2018 4:55"
"790",11,"11/05/2018 5:50"
"791",10,"11/05/2018 11:05"
"792",62,"11/05/2018 9:35"
"793",45,"11/05/2018 13:15"
"794",64,"11/05/2018 5:40"
"795",8,"11/05/2018 9:00"
"796",52,"11/05/2018 15:15"
"797",-17,"11/05/2018 15:35"
"798",-6,"11/05/2018 18:10"
"799",25,"11/05/2018 12:40"
"800",-2,"11/05/2018 10:15"
"801",3,"19/02/2019 6:30"
"802",-17,"19/02/2019 9:15"
"803",3,"19/02/2019 6:00"
"804",63,"19/02/2019 10:50"
"805",-12,"19/02/2019 13:00"
"806",0,"19/02/2019 9:35"
"807",17,"19/02/2019 5:40"
"808",15,"19/02/2019 13:15"
"809",10,"19/02/2019 8:20"
"810",-11,"19/02/2019 14:45"
"811",0,"19/02/2019 5:35"
"812",1,"19/02/2019 4:55"
"813",36,"19/02/2019 14:55"
"814",0,"19/02/2019 21:35"
"815",16,"19/02/2019 12:30"
"816",-6,"19/02/2019 11:00"
"817",5,"19/02/2019 4:55"
"818",25,"01/06/2018 6:20"
"819",35,"01/06/2018 5:50"
"820",-14,"01/06/2018 11:05"
"821",2,"01/06/2018 9:35"
"822",-7,"01/06/2018 13:15"
"823",-2,"01/06/2018 5:40"
"824",-8,"01/06/2018 9:00"
"825",-9,"01/06/2018 15:15"
"826",-7,"01/06/2018 18:10"
"827",-4,"01/06/2018 12:40"
"828",6,"01/06/2018 10:15"
"829",30,"02/12/2018 9:15"
"830",24,"02/12/2018 6:00"
"831",100,"02/12/2018 10:50"
"832",40,"02/12/2018 13:00"
"833",22,"02/12/2018 9:35"
"834",67,"02/12/2018 13:15"
"835",-13,"02/12/2018 5:40"
"836",3,"02/12/2018 6:30"
"837",-18,"02/12/2018 8:20"
"838",17,"02/12/2018 18:45"
"839",-5,"02/12/2018 14:45"
"840",-2,"02/12/2018 5:35"
"841",-3,"02/12/2018 4:55"
"842",111,"02/12/2018 15:25"
"843",67,"02/12/2018 17:15"
"844",-6,"02/12/2018 4:55"
"845",74,"02/12/2018 14:55"
"846",-26,"02/12/2018 21:35"
"847",15,"02/12/2018 12:30"
"848",27,"02/12/2018 11:00"
"849",9,"26/05/2018 6:20"
"850",9,"26/05/2018 5:50"
"851",-5,"26/05/2018 11:05"
"852",29,"26/05/2018 13:00"
"853",30,"26/05/2018 9:35"
"854",34,"26/05/2018 5:40"
"855",2,"26/05/2018 9:00"
"856",-6,"26/05/2018 13:15"
"857",40,"26/05/2018 15:15"
"858",-27,"26/05/2018 18:10"
"859",-3,"26/05/2018 12:40"
"860",27,"26/05/2018 10:15"
"861",0,"30/09/2018 6:20"
"862",2,"30/09/2018 5:50"
"863",1,"30/09/2018 11:05"
"864",-4,"30/09/2018 13:00"
"865",-12,"30/09/2018 9:35"
"866",-6,"30/09/2018 13:15"
"867",-1,"30/09/2018 5:40"
"868",-2,"30/09/2018 9:00"
"869",-21,"30/09/2018 15:15"
"870",-8,"30/09/2018 18:10"
"871",-6,"30/09/2018 12:40"
"872",-11,"30/09/2018 10:15"
"873",-1,"27/08/2018 5:50"
"874",-9,"27/08/2018 11:05"
"875",-16,"27/08/2018 13:00"
"876",-24,"27/08/2018 9:35"
"877",-8,"27/08/2018 5:40"
"878",-17,"27/08/2018 9:00"
"879",-8,"27/08/2018 13:15"
"880",-11,"27/08/2018 15:15"
"881",-33,"27/08/2018 18:10"
"882",-4,"27/08/2018 12:40"
"883",-12,"27/08/2018 10:15"
"884",0,"06/02/2019 6:30"
"885",15,"06/02/2019 6:00"
"886",29,"06/02/2019 10:50"
"887",39,"06/02/2019 13:00"
"888",17,"06/02/2019 9:35"
"889",31,"06/02/2019 13:15"
"890",12,"06/02/2019 5:40"
"891",22,"06/02/2019 9:15"
"892",-10,"06/02/2019 8:20"
"893",9,"06/02/2019 14:45"
"894",-6,"06/02/2019 5:35"
"895",3,"06/02/2019 4:55"
"896",4,"06/02/2019 14:55"
"897",-19,"06/02/2019 21:35"
"898",-6,"06/02/2019 12:30"
"899",-12,"06/02/2019 11:00"
"900",5,"06/02/2019 4:55"
"901",41,"02/04/2019 6:25"
"902",9,"02/04/2019 5:55"
"903",-5,"02/04/2019 11:05"
"904",-6,"02/04/2019 13:05"
"905",25,"02/04/2019 9:35"
"906",20,"02/04/2019 5:35"
"907",20,"02/04/2019 13:15"
"908",50,"02/04/2019 9:00"
"909",-1,"02/04/2019 5:50"
"910",3,"02/04/2019 4:30"
"911",-11,"02/04/2019 15:00"
"912",29,"02/04/2019 17:50"
"913",32,"02/04/2019 5:10"
"914",-10,"02/04/2019 16:40"
"915",42,"02/04/2019 17:10"
"916",-4,"02/04/2019 5:15"
"917",50,"02/04/2019 17:20"
"918",47,"02/04/2019 21:45"
"919",5,"02/04/2019 22:30"
"920",19,"02/04/2019 19:55"
"921",2,"02/04/2019 12:30"
"922",24,"02/04/2019 9:35"
"923",-8,"12/09/2018 6:20"
"924",62,"12/09/2018 5:50"
"925",88,"12/09/2018 11:05"
"926",17,"12/09/2018 13:00"
"927",-3,"12/09/2018 9:35"
"928",60,"12/09/2018 13:15"
"929",17,"12/09/2018 5:40"
"930",7,"12/09/2018 9:00"
"931",51,"12/09/2018 15:15"
"932",-6,"12/09/2018 12:40"
"933",30,"12/09/2018 10:15"
"934",-5,"25/03/2019 6:30"
"935",13,"25/03/2019 9:15"
"936",-1,"25/03/2019 6:00"
"937",70,"25/03/2019 10:50"
"938",7,"25/03/2019 13:00"
"939",10,"25/03/2019 9:35"
"940",-1,"25/03/2019 5:40"
"941",10,"25/03/2019 13:15"
"942",0,"25/03/2019 8:20"
"943",-2,"25/03/2019 14:45"
"944",-5,"25/03/2019 5:35"
"945",-14,"25/03/2019 4:55"
"946",82,"25/03/2019 14:55"
"947",0,"25/03/2019 12:30"
"948",-17,"25/03/2019 11:00"
"949",-9,"25/03/2019 4:55"
"950",6,"08/11/2018 6:30"
"951",6,"08/11/2018 6:00"
"952",1,"08/11/2018 10:50"
"953",-12,"08/11/2018 13:00"
"954",2,"08/11/2018 9:35"
"955",0,"08/11/2018 5:40"
"956",20,"08/11/2018 13:15"
"957",0,"08/11/2018 8:20"
"958",4,"08/11/2018 5:50"
"959",-8,"08/11/2018 14:55"
"960",-10,"08/11/2018 12:30"
"961",-14,"08/11/2018 11:00"
"962",0,"03/01/2019 6:30"
"963",4,"03/01/2019 9:15"
"964",-2,"03/01/2019 6:00"
"965",22,"03/01/2019 10:50"
"966",2,"03/01/2019 13:00"
"967",30,"03/01/2019 9:35"
"968",4,"03/01/2019 5:40"
"969",-1,"03/01/2019 13:15"
"970",43,"03/01/2019 8:20"
"971",-1,"03/01/2019 14:45"
"972",-2,"03/01/2019 5:35"
"973",20,"03/01/2019 4:55"
"974",19,"03/01/2019 14:55"
"975",-1,"03/01/2019 21:35"
"976",12,"03/01/2019 12:30"
"977",-21,"03/01/2019 11:00"
"978",5,"03/01/2019 4:55"
"979",-1,"19/09/2018 6:20"
"980",9,"19/09/2018 5:50"
"981",61,"19/09/2018 11:05"
"982",24,"19/09/2018 13:00"
"983",-5,"19/09/2018 9:35"
"984",-7,"19/09/2018 13:15"
"985",-4,"19/09/2018 5:40"
"986",-1,"19/09/2018 9:00"
"987",47,"19/09/2018 15:15"
"988",23,"19/09/2018 12:40"
"989",-19,"19/09/2018 10:15"
"990",54,"06/01/2019 9:15"
"991",28,"06/01/2019 6:00"
"992",28,"06/01/2019 10:50"
"993",-2,"06/01/2019 13:00"
"994",-23,"06/01/2019 9:35"
"995",-8,"06/01/2019 13:15"
"996",-4,"06/01/2019 5:40"
"997",116,"06/01/2019 6:30"
"998",30,"06/01/2019 8:20"
"999",24,"06/01/2019 14:45"
"1000",35,"06/01/2019 5:35"
"1001",1,"06/01/2019 4:55"
"1002",176,"06/01/2019 14:55"
"1003",-5,"06/01/2019 21:35"
"1004",9,"06/01/2019 12:30"
"1005",-14,"06/01/2019 11:00"
"1006",0,"06/01/2019 4:55"
"1007",14,"26/11/2018 9:15"
"1008",3,"26/11/2018 6:00"
"1009",14,"26/11/2018 10:50"
"1010",3,"26/11/2018 13:00"
"1011",17,"26/11/2018 9:35"
"1012",11,"26/11/2018 5:40"
"1013",-1,"26/11/2018 6:30"
"1014",-9,"26/11/2018 13:15"
"1015",7,"26/11/2018 8:20"
"1016",-2,"26/11/2018 17:15"
"1017",0,"26/11/2018 15:25"
"1018",-14,"26/11/2018 18:45"
"1019",8,"26/11/2018 14:45"
"1020",7,"26/11/2018 5:35"
"1021",9,"26/11/2018 4:55"
"1022",38,"26/11/2018 14:55"
"1023",-6,"26/11/2018 12:30"
"1024",-15,"26/11/2018 11:00"
"1025",-1,"26/11/2018 4:55"
"1026",23,"20/02/2019 6:30"
"1027",1,"20/02/2019 6:00"
"1028",68,"20/02/2019 10:50"
"1029",18,"20/02/2019 13:00"
"1030",29,"20/02/2019 9:35"
"1031",1,"20/02/2019 13:15"
"1032",37,"20/02/2019 5:40"
"1033",62,"20/02/2019 9:15"
"1034",17,"20/02/2019 8:20"
"1035",2,"20/02/2019 14:45"
"1036",2,"20/02/2019 5:35"
"1037",-5,"20/02/2019 4:55"
"1038",89,"20/02/2019 14:55"
"1039",-14,"20/02/2019 21:35"
"1040",18,"20/02/2019 12:30"
"1041",-10,"20/02/2019 11:00"
"1042",-7,"20/02/2019 4:55"
"1043",-5,"14/08/2018 5:50"
"1044",-5,"14/08/2018 11:05"
"1045",10,"14/08/2018 13:00"
"1046",-7,"14/08/2018 9:35"
"1047",9,"14/08/2018 5:40"
"1048",5,"14/08/2018 9:00"
"1049",-13,"14/08/2018 13:15"
"1050",-13,"14/08/2018 15:15"
"1051",-2,"14/08/2018 12:40"
"1052",-6,"14/08/2018 10:15"
"1053",33,"10/03/2019 6:30"
"1054",0,"10/03/2019 9:15"
"1055",3,"10/03/2019 6:00"
"1056",85,"10/03/2019 10:50"
"1057",-3,"10/03/2019 13:00"
"1058",-7,"10/03/2019 9:35"
"1059",-5,"10/03/2019 13:15"
"1060",3,"10/03/2019 5:40"
"1061",50,"10/03/2019 8:20"
"1062",1,"10/03/2019 14:45"
"1063",1,"10/03/2019 5:35"
"1064",0,"10/03/2019 4:55"
"1065",57,"10/03/2019 14:55"
"1066",-17,"10/03/2019 21:35"
"1067",14,"10/03/2019 12:30"
"1068",-17,"10/03/2019 11:00"
"1069",-4,"10/03/2019 4:55"
"1070",4,"28/05/2018 6:20"
"1071",11,"28/05/2018 5:50"
"1072",-8,"28/05/2018 11:05"
"1073",-12,"28/05/2018 13:00"
"1074",8,"28/05/2018 9:35"
"1075",23,"28/05/2018 5:40"
"1076",-2,"28/05/2018 9:00"
"1077",-1,"28/05/2018 13:15"
"1078",-11,"28/05/2018 15:15"
"1079",-7,"28/05/2018 18:10"
"1080",5,"28/05/2018 12:40"
"1081",-17,"28/05/2018 10:15"
"1082",33,"22/12/2018 6:30"
"1083",41,"22/12/2018 9:15"
"1084",3,"22/12/2018 6:00"
"1085",15,"22/12/2018 10:50"
"1086",-15,"22/12/2018 13:00"
"1087",-1,"22/12/2018 9:35"
"1088",7,"22/12/2018 5:40"
"1089",20,"22/12/2018 13:15"
"1090",3,"22/12/2018 8:20"
"1091",12,"22/12/2018 14:45"
"1092",-3,"22/12/2018 5:35"
"1093",2,"22/12/2018 4:55"
"1094",7,"22/12/2018 14:55"
"1095",-18,"22/12/2018 21:35"
"1096",0,"22/12/2018 12:30"
"1097",0,"22/12/2018 11:00"
"1098",12,"22/12/2018 4:55"
"1099",-8,"07/10/2018 6:20"
"1100",6,"07/10/2018 5:50"
"1101",11,"07/10/2018 13:00"
"1102",-9,"07/10/2018 9:35"
"1103",8,"07/10/2018 5:40"
"1104",5,"07/10/2018 9:00"
"1105",26,"07/10/2018 15:15"
"1106",-9,"07/10/2018 18:10"
"1107",22,"07/10/2018 12:40"
"1108",-21,"07/10/2018 10:15"
"1109",-7,"27/07/2018 6:20"
"1110",9,"27/07/2018 5:50"
"1111",-8,"27/07/2018 11:05"
"1112",-4,"27/07/2018 9:35"
"1113",-13,"27/07/2018 13:15"
"1114",18,"27/07/2018 5:40"
"1115",0,"27/07/2018 9:00"
"1116",15,"27/07/2018 15:15"
"1117",-2,"27/07/2018 12:40"
"1118",2,"27/07/2018 10:15"
"1119",4,"30/10/2018 6:00"
"1120",-6,"30/10/2018 10:50"
"1121",-16,"30/10/2018 13:00"
"1122",8,"30/10/2018 9:35"
"1123",-4,"30/10/2018 5:40"
"1124",6,"30/10/2018 13:15"
"1125",21,"30/10/2018 8:20"
"1126",16,"30/10/2018 5:50"
"1127",57,"30/10/2018 14:55"
"1128",-6,"30/10/2018 12:30"
"1129",-8,"30/10/2018 11:00"
"1130",2,"05/02/2019 6:30"
"1131",11,"05/02/2019 9:15"
"1132",4,"05/02/2019 6:00"
"1133",3,"05/02/2019 10:50"
"1134",9,"05/02/2019 13:00"
"1135",20,"05/02/2019 9:35"
"1136",22,"05/02/2019 5:40"
"1137",6,"05/02/2019 13:15"
"1138",33,"05/02/2019 8:20"
"1139",11,"05/02/2019 14:45"
"1140",3,"05/02/2019 5:35"
"1141",0,"05/02/2019 4:55"
"1142",6,"05/02/2019 14:55"
"1143",-16,"05/02/2019 21:35"
"1144",-5,"05/02/2019 12:30"
"1145",-23,"05/02/2019 11:00"
"1146",10,"05/02/2019 4:55"
"1147",64,"17/12/2018 9:15"
"1148",4,"17/12/2018 6:00"
"1149",4,"17/12/2018 10:50"
"1150",6,"17/12/2018 13:00"
"1151",-12,"17/12/2018 9:35"
"1152",16,"17/12/2018 5:40"
"1153",11,"17/12/2018 6:30"
"1154",-4,"17/12/2018 13:15"
"1155",8,"17/12/2018 14:45"
"1156",10,"17/12/2018 5:35"
"1157",-2,"17/12/2018 4:55"
"1158",-2,"17/12/2018 14:55"
"1159",9,"17/12/2018 12:30"
"1160",-11,"17/12/2018 11:00"
"1161",-8,"17/12/2018 4:55"
"1162",-6,"02/03/2019 6:30"
"1163",-3,"02/03/2019 9:15"
"1164",15,"02/03/2019 6:00"
"1165",-15,"02/03/2019 10:50"
"1166",-3,"02/03/2019 13:00"
"1167",-13,"02/03/2019 9:35"
"1168",4,"02/03/2019 5:40"
"1169",2,"02/03/2019 13:15"
"1170",9,"02/03/2019 8:20"
"1171",-7,"02/03/2019 14:45"
"1172",-5,"02/03/2019 5:35"
"1173",1,"02/03/2019 4:55"
"1174",8,"02/03/2019 14:55"
"1175",-22,"02/03/2019 21:35"
"1176",14,"02/03/2019 12:30"
"1177",-2,"02/03/2019 11:00"
"1178",-8,"02/03/2019 4:55"
"1179",4,"17/10/2018 6:20"
"1180",13,"17/10/2018 5:50"
"1181",-3,"17/10/2018 11:05"
"1182",-9,"17/10/2018 13:00"
"1183",-11,"17/10/2018 9:35"
"1184",-10,"17/10/2018 13:15"
"1185",-3,"17/10/2018 9:00"
"1186",3,"17/10/2018 15:15"
"1187",-6,"17/10/2018 18:10"
"1188",-7,"17/10/2018 12:40"
"1189",-17,"17/10/2018 10:15"
"1190",-7,"07/06/2018 6:20"
"1191",99,"07/06/2018 5:50"
"1192",170,"07/06/2018 11:05"
"1193",145,"07/06/2018 13:00"
"1194",-11,"07/06/2018 9:35"
"1195",3,"07/06/2018 5:40"
"1196",92,"07/06/2018 9:00"
"1197",44,"07/06/2018 13:15"
"1198",151,"07/06/2018 15:15"
"1199",62,"07/06/2018 18:10"
"1200",72,"07/06/2018 12:40"
"1201",42,"07/06/2018 10:15"
"1202",13,"16/01/2019 6:30"
"1203",34,"16/01/2019 6:00"
"1204",1,"16/01/2019 13:00"
"1205",-3,"16/01/2019 9:35"
"1206",11,"16/01/2019 13:15"
"1207",0,"16/01/2019 5:40"
"1208",63,"16/01/2019 9:15"
"1209",-14,"16/01/2019 8:20"
"1210",-1,"16/01/2019 14:45"
"1211",-3,"16/01/2019 5:35"
"1212",4,"16/01/2019 4:55"
"1213",81,"16/01/2019 14:55"
"1214",-17,"16/01/2019 21:35"
"1215",-2,"16/01/2019 12:30"
"1216",-10,"16/01/2019 11:00"
"1217",-9,"16/01/2019 4:55"
"1218",7,"31/03/2019 6:25"
"1219",13,"31/03/2019 5:55"
"1220",23,"31/03/2019 11:05"
"1221",29,"31/03/2019 13:05"
"1222",40,"31/03/2019 9:35"
"1223",-1,"31/03/2019 13:15"
"1224",-1,"31/03/2019 5:35"
"1225",0,"31/03/2019 9:00"
"1226",4,"31/03/2019 5:50"
"1227",35,"31/03/2019 4:30"
"1228",1,"31/03/2019 15:00"
"1229",18,"31/03/2019 17:50"
"1230",-13,"31/03/2019 5:10"
"1231",13,"31/03/2019 16:40"
"1232",12,"31/03/2019 17:10"
"1233",28,"31/03/2019 19:20"
"1234",39,"31/03/2019 21:45"
"1235",-20,"31/03/2019 22:30"
"1236",8,"31/03/2019 19:55"
"1237",6,"31/03/2019 12:30"
"1238",-9,"31/03/2019 9:35"
"1239",6,"02/08/2018 6:20"
"1240",57,"02/08/2018 5:50"
"1241",-10,"02/08/2018 11:05"
"1242",31,"02/08/2018 13:00"
"1243",8,"02/08/2018 9:35"
"1244",6,"02/08/2018 5:40"
"1245",-7,"02/08/2018 13:15"
"1246",-12,"02/08/2018 15:15"
"1247",-12,"02/08/2018 18:10"
"1248",-4,"02/08/2018 12:40"
"1249",4,"02/08/2018 10:15"
"1250",-7,"13/09/2018 6:20"
"1251",-6,"13/09/2018 5:50"
"1252",-6,"13/09/2018 11:05"
"1253",-14,"13/09/2018 13:00"
"1254",-17,"13/09/2018 9:35"
"1255",-1,"13/09/2018 5:40"
"1256",-9,"13/09/2018 9:00"
"1257",-24,"13/09/2018 13:15"
"1258",-9,"13/09/2018 15:15"
"1259",-27,"13/09/2018 18:10"
"1260",-11,"13/09/2018 12:40"
"1261",-12,"13/09/2018 10:15"
"1262",1,"23/05/2018 5:50"
"1263",65,"23/05/2018 11:05"
"1264",-13,"23/05/2018 9:35"
"1265",10,"23/05/2018 13:15"
"1266",-4,"23/05/2018 5:40"
"1267",-7,"23/05/2018 9:00"
"1268",20,"23/05/2018 18:10"
"1269",21,"23/05/2018 12:40"
"1270",-9,"23/05/2018 10:15"
"1271",5,"14/11/2018 6:00"
"1272",-1,"14/11/2018 10:50"
"1273",13,"14/11/2018 13:00"
"1274",16,"14/11/2018 9:35"
"1275",82,"14/11/2018 13:15"
"1276",-2,"14/11/2018 5:40"
"1277",4,"14/11/2018 6:30"
"1278",11,"14/11/2018 8:20"
"1279",2,"14/11/2018 5:50"
"1280",44,"14/11/2018 14:55"
"1281",40,"14/11/2018 12:30"
"1282",8,"14/11/2018 11:00"
"1283",82,"24/04/2019 6:00"
"1284",8,"24/04/2019 6:25"
"1285",30,"24/04/2019 5:55"
"1286",45,"24/04/2019 11:05"
"1287",46,"24/04/2019 13:05"
"1288",59,"24/04/2019 9:35"
"1289",15,"24/04/2019 13:15"
"1290",7,"24/04/2019 5:35"
"1291",29,"24/04/2019 9:00"
"1292",14,"24/04/2019 5:50"
"1293",16,"24/04/2019 4:30"
"1294",10,"24/04/2019 15:00"
"1295",12,"24/04/2019 17:50"
"1296",-7,"24/04/2019 5:10"
"1297",13,"24/04/2019 16:40"
"1298",5,"24/04/2019 17:10"
"1299",39,"24/04/2019 17:20"
"1300",60,"24/04/2019 19:15"
"1301",6,"24/04/2019 21:45"
"1302",-1,"24/04/2019 22:30"
"1303",2,"24/04/2019 19:55"
"1304",27,"24/04/2019 12:30"
"1305",-3,"24/04/2019 9:35"
"1306",3,"18/09/2018 5:50"
"1307",44,"18/09/2018 11:05"
"1308",51,"18/09/2018 13:00"
"1309",-5,"18/09/2018 9:35"
"1310",-2,"18/09/2018 5:40"
"1311",-3,"18/09/2018 6:20"
"1312",33,"18/09/2018 9:00"
"1313",5,"18/09/2018 13:15"
"1314",0,"18/09/2018 15:15"
"1315",-14,"18/09/2018 18:10"
"1316",63,"18/09/2018 12:40"
"1317",-6,"18/09/2018 10:15"
"1318",1,"19/06/2018 6:20"
"1319",12,"19/06/2018 5:50"
"1320",0,"19/06/2018 13:00"
"1321",31,"19/06/2018 9:35"
"1322",-3,"19/06/2018 5:40"
"1323",-8,"19/06/2018 9:00"
"1324",89,"19/06/2018 13:15"
"1325",97,"19/06/2018 18:10"
"1326",-17,"19/06/2018 12:40"
"1327",10,"18/05/2018 5:50"
"1328",43,"18/05/2018 11:05"
"1329",56,"18/05/2018 9:35"
"1330",14,"18/05/2018 13:15"
"1331",102,"18/05/2018 5:40"
"1332",0,"18/05/2018 9:00"
"1333",-7,"18/05/2018 15:15"
"1334",-2,"18/05/2018 18:10"
"1335",1,"18/05/2018 12:40"
"1336",58,"18/05/2018 10:15"
"1337",-5,"07/08/2018 6:20"
"1338",17,"07/08/2018 5:50"
"1339",4,"07/08/2018 11:05"
"1340",-11,"07/08/2018 13:00"
"1341",-11,"07/08/2018 9:35"
"1342",8,"07/08/2018 5:40"
"1343",-10,"07/08/2018 9:00"
"1344",-12,"07/08/2018 13:15"
"1345",0,"07/08/2018 15:15"
"1346",-14,"07/08/2018 18:10"
"1347",-3,"07/08/2018 12:40"
"1348",-4,"07/08/2018 10:15"
"1349",14,"13/03/2019 6:30"
"1350",10,"13/03/2019 6:00"
"1351",53,"13/03/2019 10:50"
"1352",15,"13/03/2019 13:00"
"1353",51,"13/03/2019 9:35"
"1354",60,"13/03/2019 13:15"
"1355",31,"13/03/2019 5:40"
"1356",-11,"13/03/2019 9:15"
"1357",-15,"13/03/2019 8:20"
"1358",9,"13/03/2019 14:45"
"1359",-2,"13/03/2019 5:35"
"1360",6,"13/03/2019 4:55"
"1361",53,"13/03/2019 14:55"
"1362",-20,"13/03/2019 21:35"
"1363",12,"13/03/2019 12:30"
"1364",-9,"13/03/2019 11:00"
"1365",0,"13/03/2019 4:55"
"1366",-7,"15/11/2018 6:30"
"1367",0,"15/11/2018 6:00"
"1368",-9,"15/11/2018 10:50"
"1369",-17,"15/11/2018 13:00"
"1370",-15,"15/11/2018 9:35"
"1371",-9,"15/11/2018 5:40"
"1372",3,"15/11/2018 8:20"
"1373",-1,"15/11/2018 5:50"
"1374",-6,"15/11/2018 14:55"
"1375",5,"15/11/2018 12:30"
"1376",-24,"15/11/2018 11:00"
"1377",-2,"12/10/2018 6:20"
"1378",1,"12/10/2018 5:50"
"1379",-1,"12/10/2018 11:05"
"1380",-17,"12/10/2018 9:35"
"1381",-2,"12/10/2018 13:15"
"1382",10,"12/10/2018 5:40"
"1383",2,"12/10/2018 9:00"
"1384",-18,"12/10/2018 15:15"
"1385",-7,"12/10/2018 18:10"
"1386",14,"12/10/2018 12:40"
"1387",-3,"12/10/2018 10:15"
"1388",-6,"28/03/2019 6:30"
"1389",25,"28/03/2019 9:15"
"1390",4,"28/03/2019 6:00"
"1391",33,"28/03/2019 10:50"
"1392",4,"28/03/2019 13:00"
"1393",18,"28/03/2019 9:35"
"1394",16,"28/03/2019 5:40"
"1395",24,"28/03/2019 13:15"
"1396",9,"28/03/2019 8:20"
"1397",50,"28/03/2019 14:45"
"1398",0,"28/03/2019 5:35"
"1399",-1,"28/03/2019 4:55"
"1400",32,"28/03/2019 14:55"
"1401",-14,"28/03/2019 21:35"
"1402",1,"28/03/2019 12:30"
"1403",7,"28/03/2019 11:00"
"1404",-6,"28/03/2019 4:55"
"1405",59,"23/12/2018 9:15"
"1406",16,"23/12/2018 6:00"
"1407",2,"23/12/2018 10:50"
"1408",6,"23/12/2018 13:00"
"1409",14,"23/12/2018 9:35"
"1410",43,"23/12/2018 13:15"
"1411",7,"23/12/2018 5:40"
"1412",-1,"23/12/2018 6:30"
"1413",-2,"23/12/2018 8:20"
"1414",28,"23/12/2018 15:25"
"1415",6,"23/12/2018 14:45"
"1416",0,"23/12/2018 5:35"
"1417",2,"23/12/2018 4:55"
"1418",9,"23/12/2018 14:55"
"1419",-24,"23/12/2018 21:35"
"1420",31,"23/12/2018 12:30"
"1421",-9,"23/12/2018 11:00"
"1422",0,"23/12/2018 4:55"
"1423",-9,"25/02/2019 6:30"
"1424",-14,"25/02/2019 9:15"
"1425",5,"25/02/2019 6:00"
"1426",44,"25/02/2019 10:50"
"1427",-11,"25/02/2019 13:00"
"1428",-17,"25/02/2019 9:35"
"1429",0,"25/02/2019 5:40"
"1430",1,"25/02/2019 13:15"
"1431",-19,"25/02/2019 8:20"
"1432",-14,"25/02/2019 14:45"
"1433",-5,"25/02/2019 5:35"
"1434",-12,"25/02/2019 4:55"
"1435",44,"25/02/2019 14:55"
"1436",-7,"25/02/2019 12:30"
"1437",-23,"25/02/2019 11:00"
"1438",-6,"25/02/2019 4:55"
"1439",7,"12/12/2018 6:00"
"1440",1,"12/12/2018 10:50"
"1441",-18,"12/12/2018 13:00"
"1442",-23,"12/12/2018 9:35"
"1443",-16,"12/12/2018 13:15"
"1444",-6,"12/12/2018 5:40"
"1445",0,"12/12/2018 6:30"
"1446",-7,"12/12/2018 8:20"
"1447",12,"12/12/2018 15:25"
"1448",-1,"12/12/2018 18:45"
"1449",5,"12/12/2018 14:45"
"1450",6,"12/12/2018 5:35"
"1451",-4,"12/12/2018 4:55"
"1452",1,"12/12/2018 14:55"
"1453",-13,"12/12/2018 21:35"
"1454",-3,"12/12/2018 12:30"
"1455",-23,"12/12/2018 11:00"
"1456",-6,"12/12/2018 4:55"
"1457",-1,"01/11/2018 6:00"
"1458",-2,"01/11/2018 10:50"
"1459",-6,"01/11/2018 13:00"
"1460",-2,"01/11/2018 9:35"
"1461",56,"01/11/2018 5:40"
"1462",-6,"01/11/2018 13:15"
"1463",-1,"01/11/2018 8:20"
"1464",-5,"01/11/2018 4:55"
"1465",6,"01/11/2018 15:25"
"1466",5,"01/11/2018 5:50"
"1467",-9,"01/11/2018 17:15"
"1468",-6,"01/11/2018 14:55"
"1469",1,"01/11/2018 12:30"
"1470",-14,"01/11/2018 11:00"
"1471",3,"15/04/2019 15:25"
"1472",4,"15/04/2019 6:25"
"1473",5,"15/04/2019 5:55"
"1474",-6,"15/04/2019 11:05"
"1475",69,"15/04/2019 13:05"
"1476",59,"15/04/2019 9:35"
"1477",6,"15/04/2019 5:35"
"1478",83,"15/04/2019 13:15"
"1479",93,"15/04/2019 9:00"
"1480",3,"15/04/2019 5:50"
"1481",19,"15/04/2019 4:30"
"1482",0,"15/04/2019 15:00"
"1483",32,"15/04/2019 17:50"
"1484",5,"15/04/2019 5:10"
