"","minlatedeparted","scheddeplocal"
"1485",-5,"15/04/2019 16:40"
"1486",8,"15/04/2019 17:10"
"1487",225,"15/04/2019 5:15"
"1488",82,"15/04/2019 17:20"
"1489",21,"15/04/2019 19:15"
"1490",5,"15/04/2019 21:45"
"1491",33,"15/04/2019 22:30"
"1492",27,"15/04/2019 19:55"
"1493",41,"15/04/2019 12:30"
"1494",-5,"15/04/2019 9:35"
"1495",2,"19/08/2018 6:20"
"1496",12,"19/08/2018 5:50"
"1497",11,"19/08/2018 11:05"
"1498",-11,"19/08/2018 13:00"
"1499",-14,"19/08/2018 9:35"
"1500",-8,"19/08/2018 13:15"
"1501",0,"19/08/2018 5:40"
"1502",-10,"19/08/2018 9:00"
"1503",68,"19/08/2018 15:15"
"1504",-10,"19/08/2018 18:10"
"1505",14,"19/08/2018 12:40"
"1506",-1,"19/08/2018 10:15"
"1507",83,"15/09/2018 5:50"
"1508",53,"15/09/2018 11:05"
"1509",34,"15/09/2018 9:35"
"1510",67,"15/09/2018 5:40"
"1511",17,"15/09/2018 9:00"
"1512",28,"15/09/2018 10:15"
"1513",-6,"08/01/2019 6:30"
"1514",7,"08/01/2019 6:00"
"1515",-2,"08/01/2019 10:50"
"1516",50,"08/01/2019 13:00"
"1517",133,"08/01/2019 9:35"
"1518",-4,"08/01/2019 5:40"
"1519",52,"08/01/2019 13:15"
"1520",5,"08/01/2019 8:20"
"1521",12,"08/01/2019 14:45"
"1522",19,"08/01/2019 5:35"
"1523",-2,"08/01/2019 4:55"
"1524",9,"08/01/2019 14:55"
"1525",2,"08/01/2019 21:35"
"1526",34,"08/01/2019 12:30"
"1527",0,"08/01/2019 11:00"
"1528",-7,"08/01/2019 4:55"
"1529",1,"10/12/2018 9:15"
"1530",4,"10/12/2018 6:00"
"1531",5,"10/12/2018 10:50"
"1532",0,"10/12/2018 13:00"
"1533",-9,"10/12/2018 9:35"
"1534",0,"10/12/2018 5:40"
"1535",-7,"10/12/2018 6:30"
"1536",14,"10/12/2018 13:15"
"1537",-8,"10/12/2018 8:20"
"1538",-10,"10/12/2018 17:15"
"1539",-16,"10/12/2018 15:25"
"1540",32,"10/12/2018 18:45"
"1541",-7,"10/12/2018 14:45"
"1542",2,"10/12/2018 5:35"
"1543",0,"10/12/2018 4:55"
"1544",0,"10/12/2018 14:55"
"1545",-15,"10/12/2018 12:30"
"1546",-10,"10/12/2018 11:00"
"1547",0,"10/12/2018 4:55"
"1548",7,"16/05/2018 5:50"
"1549",13,"16/05/2018 11:05"
"1550",19,"16/05/2018 13:00"
"1551",10,"16/05/2018 9:35"
"1552",-12,"16/05/2018 13:15"
"1553",16,"16/05/2018 5:40"
"1554",-2,"16/05/2018 9:00"
"1555",49,"16/05/2018 15:35"
"1556",-25,"16/05/2018 18:10"
"1557",0,"16/05/2018 12:40"
"1558",-6,"16/05/2018 10:15"
"1559",-22,"30/06/2018 18:10"
"1560",8,"27/01/2019 6:30"
"1561",50,"27/01/2019 9:15"
"1562",5,"27/01/2019 6:00"
"1563",8,"27/01/2019 10:50"
"1564",61,"27/01/2019 13:00"
"1565",7,"27/01/2019 9:35"
"1566",35,"27/01/2019 13:15"
"1567",-5,"27/01/2019 5:40"
"1568",60,"27/01/2019 8:20"
"1569",-5,"27/01/2019 14:45"
"1570",6,"27/01/2019 5:35"
"1571",-3,"27/01/2019 4:55"
"1572",47,"27/01/2019 14:55"
"1573",-16,"27/01/2019 21:35"
"1574",17,"27/01/2019 12:30"
"1575",-20,"27/01/2019 11:00"
"1576",-9,"27/01/2019 4:55"
"1577",9,"28/09/2018 6:20"
"1578",22,"28/09/2018 5:50"
"1579",-1,"28/09/2018 11:05"
"1580",-3,"28/09/2018 9:35"
"1581",-3,"28/09/2018 13:15"
"1582",3,"28/09/2018 5:40"
"1583",-4,"28/09/2018 9:00"
"1584",-7,"28/09/2018 15:15"
"1585",-4,"28/09/2018 18:10"
"1586",-4,"28/09/2018 12:40"
"1587",-2,"28/09/2018 10:15"
"1588",-5,"09/03/2019 6:30"
"1589",-15,"09/03/2019 9:15"
"1590",-1,"09/03/2019 6:00"
"1591",-13,"09/03/2019 10:50"
"1592",-10,"09/03/2019 13:00"
"1593",-4,"09/03/2019 9:35"
"1594",7,"09/03/2019 5:40"
"1595",10,"09/03/2019 13:15"
"1596",-6,"09/03/2019 8:20"
"1597",-2,"09/03/2019 14:45"
"1598",1,"09/03/2019 5:35"
"1599",7,"09/03/2019 4:55"
"1600",2,"09/03/2019 14:55"
"1601",-16,"09/03/2019 21:35"
"1602",-3,"09/03/2019 12:30"
"1603",-11,"09/03/2019 11:00"
"1604",-11,"09/03/2019 4:55"
"1605",31,"04/09/2018 6:20"
"1606",29,"04/09/2018 5:50"
"1607",-15,"04/09/2018 11:05"
"1608",-6,"04/09/2018 13:00"
"1609",-13,"04/09/2018 9:35"
"1610",-10,"04/09/2018 5:40"
"1611",-4,"04/09/2018 9:00"
"1612",0,"04/09/2018 13:15"
"1613",-25,"04/09/2018 15:15"
"1614",-3,"04/09/2018 19:15"
"1615",-18,"04/09/2018 12:40"
"1616",3,"04/09/2018 10:15"
"1617",0,"05/04/2019 6:25"
"1618",21,"05/04/2019 5:55"
"1619",-5,"05/04/2019 11:05"
"1620",-7,"05/04/2019 13:05"
"1621",31,"05/04/2019 9:35"
"1622",35,"05/04/2019 13:15"
"1623",9,"05/04/2019 5:35"
"1624",17,"05/04/2019 9:00"
"1625",-7,"05/04/2019 5:50"
"1626",11,"05/04/2019 4:30"
"1627",18,"05/04/2019 15:00"
"1628",10,"05/04/2019 17:50"
"1629",5,"05/04/2019 5:10"
"1630",43,"05/04/2019 16:40"
"1631",15,"05/04/2019 17:10"
"1632",0,"05/04/2019 5:15"
"1633",32,"05/04/2019 17:20"
"1634",72,"05/04/2019 19:15"
"1635",-11,"05/04/2019 21:45"
"1636",-19,"05/04/2019 22:30"
"1637",1,"05/04/2019 19:55"
"1638",2,"05/04/2019 12:30"
"1639",-4,"05/04/2019 9:35"
"1640",-14,"05/11/2018 6:30"
"1641",-5,"05/11/2018 6:00"
"1642",-6,"05/11/2018 10:50"
"1643",-10,"05/11/2018 13:00"
"1644",-11,"05/11/2018 9:35"
"1645",1,"05/11/2018 13:15"
"1646",-5,"05/11/2018 5:40"
"1647",41,"05/11/2018 8:20"
"1648",-5,"05/11/2018 4:55"
"1649",1,"05/11/2018 5:50"
"1650",32,"05/11/2018 17:15"
"1651",77,"05/11/2018 12:30"
"1652",-19,"05/11/2018 11:00"
"1653",27,"14/01/2019 9:15"
"1654",-6,"14/01/2019 6:00"
"1655",16,"14/01/2019 13:00"
"1656",9,"14/01/2019 9:35"
"1657",6,"14/01/2019 5:40"
"1658",79,"14/01/2019 6:30"
"1659",85,"14/01/2019 13:15"
"1660",11,"14/01/2019 8:20"
"1661",8,"14/01/2019 5:35"
"1662",-6,"14/01/2019 4:55"
"1663",8,"14/01/2019 12:30"
"1664",-6,"14/01/2019 11:00"
"1665",-1,"14/01/2019 4:55"
"1666",-3,"08/08/2018 6:20"
"1667",-3,"08/08/2018 5:50"
"1668",-1,"08/08/2018 11:05"
"1669",6,"08/08/2018 13:00"
"1670",-20,"08/08/2018 9:35"
"1671",-15,"08/08/2018 13:15"
"1672",-1,"08/08/2018 5:40"
"1673",-2,"08/08/2018 9:00"
"1674",-15,"08/08/2018 15:15"
"1675",-6,"08/08/2018 18:10"
"1676",-6,"08/08/2018 12:40"
"1677",-14,"08/08/2018 10:15"
"1678",0,"14/05/2018 5:50"
"1679",-20,"14/05/2018 11:05"
"1680",153,"14/05/2018 13:00"
"1681",-14,"14/05/2018 9:35"
"1682",16,"14/05/2018 5:40"
"1683",13,"14/05/2018 9:00"
"1684",-4,"14/05/2018 13:15"
"1685",94,"14/05/2018 15:35"
"1686",-12,"14/05/2018 12:40"
"1687",-24,"14/05/2018 10:15"
"1688",-5,"19/03/2019 6:30"
"1689",0,"19/03/2019 9:15"
"1690",-1,"19/03/2019 6:00"
"1691",9,"19/03/2019 10:50"
"1692",-2,"19/03/2019 13:00"
"1693",-5,"19/03/2019 9:35"
"1694",-4,"19/03/2019 5:40"
"1695",-7,"19/03/2019 13:15"
"1696",8,"19/03/2019 8:20"
"1697",-10,"19/03/2019 14:45"
"1698",-7,"19/03/2019 5:35"
"1699",-4,"19/03/2019 4:55"
"1700",-10,"19/03/2019 14:55"
"1701",-15,"19/03/2019 21:35"
"1702",26,"27/06/2018 6:20"
"1703",34,"27/06/2018 5:50"
"1704",47,"27/06/2018 11:05"
"1705",39,"27/06/2018 13:00"
"1706",0,"27/06/2018 9:35"
"1707",26,"27/06/2018 13:15"
"1708",9,"27/06/2018 9:00"
"1709",91,"27/06/2018 15:15"
"1710",137,"27/06/2018 15:35"
"1711",132,"27/06/2018 18:10"
"1712",30,"27/06/2018 12:40"
"1713",-21,"27/06/2018 10:15"
"1714",1,"18/12/2018 6:30"
"1715",6,"18/12/2018 9:15"
"1716",5,"18/12/2018 6:00"
"1717",32,"18/12/2018 10:50"
"1718",-3,"18/12/2018 13:00"
"1719",2,"18/12/2018 9:35"
"1720",27,"18/12/2018 5:40"
"1721",27,"18/12/2018 13:15"
"1722",15,"18/12/2018 8:20"
"1723",3,"18/12/2018 14:45"
"1724",-3,"18/12/2018 5:35"
"1725",-3,"18/12/2018 4:55"
"1726",5,"18/12/2018 14:55"
"1727",-11,"18/12/2018 21:35"
"1728",-8,"18/12/2018 12:30"
"1729",-4,"18/12/2018 11:00"
"1730",10,"18/12/2018 4:55"
"1731",3,"02/07/2018 5:50"
"1732",-15,"02/07/2018 11:05"
"1733",-19,"02/07/2018 13:00"
"1734",-23,"02/07/2018 9:35"
"1735",-12,"02/07/2018 5:40"
"1736",-11,"02/07/2018 9:00"
"1737",-12,"02/07/2018 13:15"
"1738",-13,"02/07/2018 15:15"
"1739",-6,"02/07/2018 12:40"
"1740",-9,"02/07/2018 10:15"
"1741",19,"28/01/2019 6:30"
"1742",22,"28/01/2019 9:15"
"1743",3,"28/01/2019 6:00"
"1744",5,"28/01/2019 10:50"
"1745",-1,"28/01/2019 13:00"
"1746",-6,"28/01/2019 9:35"
"1747",6,"28/01/2019 5:40"
"1748",21,"28/01/2019 13:15"
"1749",-10,"28/01/2019 8:20"
"1750",7,"28/01/2019 14:45"
"1751",3,"28/01/2019 5:35"
"1752",-3,"28/01/2019 4:55"
"1753",26,"28/01/2019 14:55"
"1754",13,"28/01/2019 12:30"
"1755",-10,"28/01/2019 11:00"
"1756",-4,"28/01/2019 4:55"
"1757",-2,"05/01/2019 6:30"
"1758",47,"05/01/2019 9:15"
"1759",4,"05/01/2019 6:00"
"1760",-5,"05/01/2019 10:50"
"1761",12,"05/01/2019 13:00"
"1762",0,"05/01/2019 9:35"
"1763",18,"05/01/2019 5:40"
"1764",19,"05/01/2019 13:15"
"1765",-6,"05/01/2019 8:20"
"1766",1,"05/01/2019 14:45"
"1767",24,"05/01/2019 5:35"
"1768",0,"05/01/2019 4:55"
"1769",33,"05/01/2019 14:55"
"1770",-6,"05/01/2019 21:35"
"1771",-9,"05/01/2019 12:30"
"1772",-10,"05/01/2019 11:00"
"1773",0,"05/01/2019 4:55"
"1774",-3,"12/03/2019 6:30"
"1775",-11,"12/03/2019 9:15"
"1776",3,"12/03/2019 6:00"
"1777",-3,"12/03/2019 10:50"
"1778",-13,"12/03/2019 13:00"
"1779",-9,"12/03/2019 9:35"
"1780",2,"12/03/2019 5:40"
"1781",0,"12/03/2019 13:15"
"1782",5,"12/03/2019 8:20"
"1783",-11,"12/03/2019 14:45"
"1784",-4,"12/03/2019 5:35"
"1785",2,"12/03/2019 4:55"
"1786",-17,"12/03/2019 14:55"
"1787",-9,"12/03/2019 21:35"
"1788",-4,"12/03/2019 12:30"
"1789",-9,"12/03/2019 11:00"
"1790",-2,"12/03/2019 4:55"
"1791",8,"12/04/2019 5:55"
"1792",39,"12/04/2019 11:05"
"1793",50,"12/04/2019 13:05"
"1794",20,"12/04/2019 9:35"
"1795",155,"12/04/2019 13:15"
"1796",3,"12/04/2019 5:35"
"1797",163,"12/04/2019 9:00"
"1798",4,"12/04/2019 5:50"
"1799",4,"12/04/2019 4:30"
"1800",57,"12/04/2019 15:00"
"1801",32,"12/04/2019 17:50"
"1802",44,"12/04/2019 16:40"
"1803",49,"12/04/2019 17:10"
"1804",14,"12/04/2019 5:15"
"1805",182,"12/04/2019 17:20"
"1806",192,"12/04/2019 19:15"
"1807",72,"12/04/2019 22:30"
"1808",215,"12/04/2019 19:55"
"1809",0,"12/04/2019 12:30"
"1810",2,"12/04/2019 9:35"
"1811",10,"02/02/2019 6:30"
"1812",17,"02/02/2019 9:15"
"1813",12,"02/02/2019 6:00"
"1814",1519,"02/02/2019 10:50"
"1815",1439,"02/02/2019 13:00"
"1816",20,"02/02/2019 9:35"
"1817",0,"02/02/2019 5:40"
"1818",1451,"02/02/2019 13:15"
"1819",14,"02/02/2019 8:20"
"1820",1444,"02/02/2019 14:45"
"1821",-9,"02/02/2019 5:35"
"1822",7,"02/02/2019 4:55"
"1823",1507,"02/02/2019 14:55"
"1824",-9,"02/02/2019 21:35"
"1825",1445,"02/02/2019 12:30"
"1826",1430,"02/02/2019 11:00"
"1827",0,"02/02/2019 4:55"
"1828",-4,"01/09/2018 6:20"
"1829",0,"01/09/2018 5:50"
"1830",40,"01/09/2018 11:05"
"1831",-13,"01/09/2018 9:35"
"1832",1,"01/09/2018 5:40"
"1833",-12,"01/09/2018 9:00"
"1834",-20,"01/09/2018 13:15"
"1835",80,"01/09/2018 15:15"
"1836",26,"01/09/2018 18:10"
"1837",39,"01/09/2018 12:40"
"1838",51,"01/09/2018 10:15"
"1839",0,"02/11/2018 6:30"
"1840",-3,"02/11/2018 6:00"
"1841",-10,"02/11/2018 10:50"
"1842",12,"02/11/2018 13:00"
"1843",-14,"02/11/2018 9:35"
"1844",27,"02/11/2018 13:15"
"1845",45,"02/11/2018 5:40"
"1846",0,"02/11/2018 8:20"
"1847",2,"02/11/2018 4:55"
"1848",-11,"02/11/2018 5:50"
"1849",7,"02/11/2018 17:15"
"1850",51,"02/11/2018 14:55"
"1851",-4,"02/11/2018 12:30"
"1852",-23,"02/11/2018 11:00"
"1853",-1,"12/07/2018 6:20"
"1854",-10,"12/07/2018 5:50"
"1855",-14,"12/07/2018 11:05"
"1856",-8,"12/07/2018 13:00"
"1857",45,"12/07/2018 9:35"
"1858",54,"12/07/2018 5:40"
"1859",-7,"12/07/2018 9:00"
"1860",-20,"12/07/2018 13:15"
"1861",-10,"12/07/2018 15:15"
"1862",-7,"12/07/2018 18:10"
"1863",-7,"12/07/2018 12:40"
"1864",-11,"12/07/2018 10:15"
"1865",8,"25/12/2018 6:30"
"1866",-6,"25/12/2018 9:15"
"1867",0,"25/12/2018 6:45"
"1868",0,"25/12/2018 6:00"
"1869",-6,"25/12/2018 10:50"
"1870",0,"25/12/2018 13:00"
"1871",-4,"25/12/2018 9:35"
"1872",14,"25/12/2018 5:40"
"1873",-1,"25/12/2018 13:15"
"1874",59,"25/12/2018 8:55"
"1875",-8,"25/12/2018 14:45"
"1876",1,"25/12/2018 5:35"
"1877",5,"25/12/2018 4:55"
"1878",-7,"25/12/2018 21:35"
"1879",7,"25/12/2018 12:30"
"1880",-13,"25/12/2018 11:00"
"1881",12,"25/12/2018 4:55"
"1882",-7,"02/06/2018 6:20"
"1883",-11,"02/06/2018 5:50"
"1884",-13,"02/06/2018 11:05"
"1885",13,"02/06/2018 13:00"
"1886",-22,"02/06/2018 9:35"
"1887",-5,"02/06/2018 5:40"
"1888",-11,"02/06/2018 9:00"
"1889",-14,"02/06/2018 13:15"
"1890",-6,"02/06/2018 15:15"
"1891",-12,"02/06/2018 18:10"
"1892",-15,"02/06/2018 12:40"
"1893",-12,"02/06/2018 10:15"
"1894",39,"02/05/2018 5:50"
"1895",9,"02/05/2018 11:05"
"1896",-13,"02/05/2018 13:00"
"1897",23,"02/05/2018 9:35"
"1898",2,"02/05/2018 13:15"
"1899",38,"02/05/2018 5:40"
"1900",-4,"02/05/2018 9:00"
"1901",-12,"02/05/2018 15:35"
"1902",-13,"02/05/2018 18:10"
"1903",-5,"02/05/2018 12:40"
"1904",-8,"02/05/2018 10:15"
"1905",91,"23/02/2019 6:30"
"1906",122,"23/02/2019 9:15"
"1907",41,"23/02/2019 6:00"
"1908",43,"23/02/2019 10:50"
"1909",16,"23/02/2019 13:00"
"1910",34,"23/02/2019 9:35"
"1911",49,"23/02/2019 5:40"
"1912",40,"23/02/2019 13:15"
"1913",3,"23/02/2019 8:20"
"1914",-8,"23/02/2019 14:45"
"1915",65,"23/02/2019 5:35"
"1916",0,"23/02/2019 4:55"
"1917",15,"23/02/2019 14:55"
"1918",-14,"23/02/2019 21:35"
"1919",2,"23/02/2019 12:30"
"1920",-11,"23/02/2019 11:00"
"1921",-2,"23/02/2019 4:55"
"1922",26,"23/08/2018 5:50"
"1923",-15,"23/08/2018 11:05"
"1924",-12,"23/08/2018 13:00"
"1925",2,"23/08/2018 9:35"
"1926",41,"23/08/2018 5:40"
"1927",-3,"23/08/2018 9:00"
"1928",-10,"23/08/2018 13:15"
"1929",-7,"23/08/2018 15:15"
"1930",-20,"23/08/2018 12:40"
"1931",0,"23/08/2018 10:15"
"1932",-12,"17/05/2018 5:50"
"1933",21,"17/05/2018 11:05"
"1934",30,"17/05/2018 13:00"
"1935",-6,"17/05/2018 9:35"
"1936",-7,"17/05/2018 5:40"
"1937",-10,"17/05/2018 9:00"
"1938",51,"17/05/2018 13:15"
"1939",-1,"17/05/2018 15:15"
"1940",-11,"17/05/2018 18:10"
"1941",45,"17/05/2018 12:40"
"1942",3,"17/05/2018 10:15"
"1943",16,"30/01/2019 6:30"
"1944",25,"30/01/2019 6:00"
"1945",34,"30/01/2019 10:50"
"1946",73,"30/01/2019 13:00"
"1947",-6,"30/01/2019 13:15"
"1948",10,"30/01/2019 5:40"
"1949",32,"30/01/2019 9:15"
"1950",132,"30/01/2019 8:20"
"1951",6,"30/01/2019 14:45"
"1952",14,"30/01/2019 5:35"
"1953",-4,"30/01/2019 4:55"
"1954",21,"30/01/2019 14:55"
"1955",-25,"30/01/2019 21:35"
"1956",20,"30/01/2019 12:30"
"1957",-8,"30/01/2019 11:00"
"1958",-4,"30/01/2019 4:55"
"1959",-5,"23/06/2018 6:20"
"1960",9,"23/06/2018 5:50"
"1961",0,"23/06/2018 11:05"
"1962",22,"23/06/2018 13:00"
"1963",8,"23/06/2018 9:35"
"1964",54,"23/06/2018 5:40"
"1965",-10,"23/06/2018 9:00"
"1966",45,"23/06/2018 13:15"
"1967",-6,"23/06/2018 15:15"
"1968",157,"23/06/2018 15:35"
"1969",-117,"23/06/2018 18:10"
"1970",-17,"23/06/2018 12:40"
"1971",101,"23/06/2018 10:15"
"1972",1,"06/07/2018 6:20"
"1973",17,"06/07/2018 5:50"
"1974",238,"06/07/2018 11:05"
"1975",-7,"06/07/2018 9:35"
"1976",-19,"06/07/2018 13:15"
"1977",12,"06/07/2018 5:40"
"1978",-22,"06/07/2018 9:00"
"1979",-5,"06/07/2018 15:15"
"1980",-5,"06/07/2018 18:10"
"1981",-12,"06/07/2018 12:40"
"1982",-25,"06/07/2018 10:15"
"1983",-2,"17/11/2018 6:30"
"1984",24,"17/11/2018 6:00"
"1985",-8,"17/11/2018 9:35"
"1986",-4,"17/11/2018 5:40"
"1987",-10,"17/11/2018 8:20"
"1988",-1,"17/11/2018 14:55"
"1989",22,"21/12/2018 9:15"
"1990",17,"21/12/2018 6:00"
"1991",-4,"21/12/2018 10:50"
"1992",-1,"21/12/2018 13:00"
"1993",21,"21/12/2018 9:35"
"1994",9,"21/12/2018 13:15"
"1995",25,"21/12/2018 5:40"
"1996",21,"21/12/2018 6:30"
"1997",20,"21/12/2018 8:20"
"1998",-1,"21/12/2018 14:45"
"1999",29,"21/12/2018 5:35"
"2000",9,"21/12/2018 4:55"
"2001",0,"21/12/2018 14:55"
"2002",0,"21/12/2018 12:30"
"2003",-13,"21/12/2018 11:00"
"2004",5,"21/12/2018 4:55"
"2005",31,"11/09/2018 6:20"
"2006",-7,"11/09/2018 5:50"
"2007",-8,"11/09/2018 11:05"
"2008",15,"11/09/2018 13:00"
"2009",5,"11/09/2018 9:35"
"2010",3,"11/09/2018 5:40"
"2011",-2,"11/09/2018 9:00"
"2012",2,"11/09/2018 13:15"
"2013",-23,"11/09/2018 15:15"
"2014",-6,"11/09/2018 19:15"
"2015",2,"11/09/2018 12:40"
"2016",-20,"11/09/2018 10:15"
"2017",55,"17/01/2019 6:30"
"2018",-12,"17/01/2019 9:15"
"2019",10,"17/01/2019 6:00"
"2020",45,"17/01/2019 10:50"
"2021",0,"17/01/2019 13:00"
"2022",14,"17/01/2019 9:35"
"2023",2,"17/01/2019 5:40"
"2024",28,"17/01/2019 13:15"
"2025",-12,"17/01/2019 8:20"
"2026",-5,"17/01/2019 5:35"
"2027",-1,"17/01/2019 4:55"
"2028",-3,"17/01/2019 21:35"
"2029",-9,"17/01/2019 12:30"
"2030",-28,"17/01/2019 11:00"
"2031",-10,"17/01/2019 4:55"
"2032",5,"18/10/2018 6:20"
"2033",2,"18/10/2018 5:50"
"2034",5,"18/10/2018 13:00"
"2035",-2,"18/10/2018 9:35"
"2036",-7,"18/10/2018 5:40"
"2037",3,"18/10/2018 9:00"
"2038",32,"18/10/2018 13:15"
"2039",-12,"18/10/2018 12:40"
"2040",-20,"18/10/2018 10:15"
"2041",-2,"18/03/2019 6:30"
"2042",38,"18/03/2019 9:15"
"2043",1,"18/03/2019 6:00"
"2044",-8,"18/03/2019 10:50"
"2045",15,"18/03/2019 13:00"
"2046",12,"18/03/2019 9:35"
"2047",5,"18/03/2019 5:40"
"2048",0,"18/03/2019 13:15"
"2049",-10,"18/03/2019 8:20"
"2050",-16,"18/03/2019 14:45"
"2051",1,"18/03/2019 5:35"
"2052",3,"18/03/2019 4:55"
"2053",8,"18/03/2019 14:55"
"2054",-8,"18/03/2019 12:30"
"2055",-16,"18/03/2019 11:00"
"2056",0,"18/03/2019 4:55"
"2057",21,"02/01/2019 9:15"
"2058",16,"02/01/2019 6:00"
"2059",33,"02/01/2019 10:50"
"2060",3,"02/01/2019 13:00"
"2061",1,"02/01/2019 9:35"
"2062",10,"02/01/2019 13:15"
"2063",18,"02/01/2019 5:40"
"2064",5,"02/01/2019 6:30"
"2065",9,"02/01/2019 14:45"
"2066",13,"02/01/2019 5:35"
"2067",6,"02/01/2019 4:55"
"2068",33,"02/01/2019 14:55"
"2069",-12,"02/01/2019 12:30"
"2070",-18,"02/01/2019 11:00"
"2071",3,"02/01/2019 4:55"
"2072",25,"03/04/2019 6:00"
"2073",59,"03/04/2019 6:25"
"2074",-4,"03/04/2019 5:55"
"2075",36,"03/04/2019 11:05"
"2076",32,"03/04/2019 13:05"
"2077",55,"03/04/2019 9:35"
"2078",5,"03/04/2019 13:15"
"2079",8,"03/04/2019 5:35"
"2080",50,"03/04/2019 9:00"
"2081",3,"03/04/2019 5:50"
"2082",8,"03/04/2019 4:30"
"2083",5,"03/04/2019 15:00"
"2084",1,"03/04/2019 17:50"
"2085",10,"03/04/2019 5:10"
"2086",-4,"03/04/2019 16:40"
"2087",-11,"03/04/2019 17:10"
"2088",54,"03/04/2019 17:20"
"2089",102,"03/04/2019 19:15"
"2090",-3,"03/04/2019 21:45"
"2091",16,"03/04/2019 22:30"
"2092",-5,"03/04/2019 19:55"
"2093",6,"03/04/2019 12:30"
"2094",16,"03/04/2019 9:35"
"2095",-11,"01/12/2018 6:30"
"2096",-13,"01/12/2018 9:15"
"2097",-1,"01/12/2018 6:00"
"2098",1,"01/12/2018 10:50"
"2099",9,"01/12/2018 13:00"
"2100",22,"01/12/2018 9:35"
"2101",13,"01/12/2018 5:40"
"2102",19,"01/12/2018 13:15"
"2103",1,"01/12/2018 8:20"
"2104",48,"01/12/2018 15:25"
"2105",-5,"01/12/2018 18:45"
"2106",10,"01/12/2018 14:45"
"2107",-19,"01/12/2018 5:35"
"2108",2,"01/12/2018 4:55"
"2109",16,"01/12/2018 14:55"
"2110",-16,"01/12/2018 21:35"
"2111",4,"01/12/2018 12:30"
"2112",-4,"01/12/2018 11:00"
"2113",-6,"01/12/2018 4:55"
"2114",-5,"21/07/2018 6:20"
"2115",17,"21/07/2018 5:50"
"2116",27,"21/07/2018 11:05"
"2117",91,"21/07/2018 13:00"
"2118",77,"21/07/2018 9:35"
"2119",26,"21/07/2018 5:40"
"2120",-4,"21/07/2018 9:00"
"2121",-7,"21/07/2018 13:15"
"2122",94,"21/07/2018 15:15"
"2123",17,"21/07/2018 12:40"
"2124",49,"21/07/2018 10:15"
"2125",-5,"13/10/2018 5:50"
"2126",1,"13/10/2018 11:05"
"2127",5,"13/10/2018 13:00"
"2128",-9,"13/10/2018 9:35"
"2129",17,"13/10/2018 5:40"
"2130",8,"13/10/2018 6:20"
"2131",1,"13/10/2018 9:00"
"2132",8,"13/10/2018 13:15"
"2133",4,"13/10/2018 15:15"
"2134",-11,"13/10/2018 18:10"
"2135",-1,"13/10/2018 12:40"
"2136",-22,"13/10/2018 10:15"
"2137",-12,"26/08/2018 5:50"
"2138",-4,"26/08/2018 11:05"
"2139",9,"26/08/2018 13:00"
"2140",-22,"26/08/2018 9:35"
"2141",-13,"26/08/2018 13:15"
"2142",1,"26/08/2018 5:40"
"2143",-9,"26/08/2018 9:00"
"2144",-28,"26/08/2018 15:15"
"2145",-28,"26/08/2018 18:10"
"2146",-7,"26/08/2018 12:40"
"2147",-3,"26/08/2018 10:15"
"2148",-2,"10/05/2018 5:50"
"2149",9,"10/05/2018 11:05"
"2150",19,"10/05/2018 13:00"
"2151",12,"10/05/2018 9:35"
"2152",1,"10/05/2018 5:40"
"2153",5,"10/05/2018 9:00"
"2154",0,"10/05/2018 13:15"
"2155",26,"10/05/2018 15:15"
"2156",25,"10/05/2018 15:35"
"2157",-15,"10/05/2018 18:10"
"2158",-7,"10/05/2018 12:40"
"2159",-12,"10/05/2018 10:15"
"2160",18,"20/09/2018 5:50"
"2161",2,"20/09/2018 11:05"
"2162",-7,"20/09/2018 13:00"
"2163",-19,"20/09/2018 9:35"
"2164",-6,"20/09/2018 5:40"
"2165",15,"20/09/2018 6:20"
"2166",-5,"20/09/2018 13:15"
"2167",-10,"20/09/2018 15:15"
"2168",-10,"20/09/2018 19:15"
"2169",-13,"20/09/2018 12:40"
"2170",40,"20/09/2018 10:15"
"2171",0,"22/11/2018 6:30"
"2172",9,"22/11/2018 6:00"
"2173",0,"22/11/2018 10:50"
"2174",-4,"22/11/2018 13:00"
"2175",25,"22/11/2018 9:35"
"2176",34,"22/11/2018 5:40"
"2177",34,"22/11/2018 13:15"
"2178",8,"22/11/2018 8:20"
"2179",-11,"22/11/2018 14:55"
"2180",3,"22/11/2018 12:30"
"2181",-12,"22/11/2018 11:00"
"2182",41,"17/06/2018 6:20"
"2183",26,"17/06/2018 5:50"
"2184",-13,"17/06/2018 11:05"
"2185",3,"17/06/2018 13:00"
"2186",-3,"17/06/2018 9:35"
"2187",-4,"17/06/2018 13:15"
"2188",18,"17/06/2018 5:40"
"2189",-2,"17/06/2018 9:00"
"2190",-7,"17/06/2018 15:15"
"2191",-28,"17/06/2018 18:10"
"2192",-12,"17/06/2018 12:40"
"2193",-11,"17/06/2018 10:15"
"2194",-3,"03/12/2018 9:15"
"2195",22,"03/12/2018 6:00"
"2196",41,"03/12/2018 10:50"
"2197",3,"03/12/2018 13:00"
"2198",-10,"03/12/2018 9:35"
"2199",2,"03/12/2018 5:40"
"2200",47,"03/12/2018 6:30"
"2201",-6,"03/12/2018 13:15"
"2202",0,"03/12/2018 8:20"
