"","minlatedeparted","scheddeplocal"
"2316",29,"22/12/2018 20:55"
"2317",7,"22/12/2018 6:50"
"2318",-9,"22/12/2018 11:40"
"2319",-9,"22/12/2018 15:50"
"2320",-1,"22/12/2018 18:00"
"2321",-10,"22/12/2018 7:20"
"2322",-9,"22/12/2018 13:30"
"2323",15,"22/12/2018 11:20"
"2324",-1,"22/12/2018 17:40"
"2325",-9,"22/12/2018 9:50"
"2326",-10,"22/12/2018 5:50"
"2327",-8,"22/12/2018 13:45"
"2328",-17,"22/12/2018 7:30"
"2329",14,"22/12/2018 6:10"
"2330",7,"22/12/2018 15:55"
"2331",15,"22/12/2018 20:40"
"2332",4,"22/12/2018 21:45"
"2333",19,"22/12/2018 8:00"
"2334",-3,"22/12/2018 16:50"
"2335",3,"22/12/2018 9:55"
"2336",29,"22/12/2018 20:00"
"2337",-15,"22/12/2018 6:00"
"2338",-13,"22/12/2018 17:25"
"2339",19,"22/12/2018 18:05"
"2340",57,"22/12/2018 19:30"
"2341",79,"22/12/2018 21:40"
"2342",37,"22/12/2018 10:40"
"2343",7,"22/12/2018 15:50"
"2344",-10,"22/12/2018 9:10"
"2345",15,"22/12/2018 12:55"
"2346",47,"22/12/2018 7:10"
"2347",19,"22/12/2018 17:15"
"2348",1,"22/12/2018 16:50"
"2349",28,"22/12/2018 6:40"
"2350",0,"10/03/2019 7:20"
"2351",-15,"10/03/2019 8:30"
"2352",5,"10/03/2019 23:00"
"2353",-9,"10/03/2019 23:10"
"2354",-8,"10/03/2019 10:55"
"2355",-13,"10/03/2019 14:40"
"2356",23,"10/03/2019 9:50"
"2357",28,"10/03/2019 18:35"
"2358",-4,"10/03/2019 18:20"
"2359",-6,"10/03/2019 23:25"
"2360",-16,"10/03/2019 3:55"
"2361",-4,"10/03/2019 13:55"
"2362",86,"10/03/2019 20:55"
"2363",-19,"10/03/2019 6:50"
"2364",-18,"10/03/2019 11:40"
"2365",4,"10/03/2019 15:50"
"2366",24,"10/03/2019 18:00"
"2367",-10,"10/03/2019 7:20"
"2368",42,"10/03/2019 13:30"
"2369",-16,"10/03/2019 11:20"
"2370",33,"10/03/2019 17:40"
"2371",-17,"10/03/2019 5:50"
"2372",0,"10/03/2019 13:45"
"2373",-12,"10/03/2019 7:30"
"2374",-7,"10/03/2019 16:25"
"2375",8,"10/03/2019 5:45"
"2376",3,"10/03/2019 20:40"
"2377",26,"10/03/2019 21:45"
"2378",31,"10/03/2019 8:00"
"2379",10,"10/03/2019 16:50"
"2380",-23,"10/03/2019 9:55"
"2381",5,"10/03/2019 20:00"
"2382",-7,"10/03/2019 6:00"
"2383",20,"10/03/2019 17:25"
"2384",113,"10/03/2019 18:05"
"2385",126,"10/03/2019 19:30"
"2386",73,"10/03/2019 21:40"
"2387",1,"10/03/2019 10:40"
"2388",0,"10/03/2019 15:50"
"2389",-10,"10/03/2019 9:10"
"2390",7,"10/03/2019 12:55"
"2391",-5,"10/03/2019 0:05"
"2392",-18,"10/03/2019 17:10"
"2393",0,"10/03/2019 7:10"
"2394",-17,"10/03/2019 17:15"
"2395",-12,"10/03/2019 10:45"
"2396",-7,"10/03/2019 16:50"
"2397",-2,"10/03/2019 6:40"
"2398",33,"27/07/2018 12:55"
"2399",0,"27/07/2018 7:50"
"2400",0,"27/07/2018 14:50"
"2401",8,"27/07/2018 23:15"
"2402",12,"27/07/2018 23:05"
"2403",-9,"27/07/2018 12:25"
"2404",4,"27/07/2018 18:55"
"2405",-5,"27/07/2018 18:35"
"2406",5,"27/07/2018 23:25"
"2407",-20,"27/07/2018 4:05"
"2408",-15,"27/07/2018 14:15"
"2409",0,"27/07/2018 17:55"
"2410",-12,"27/07/2018 20:40"
"2411",-8,"27/07/2018 6:40"
"2412",-17,"27/07/2018 4:20"
"2413",-15,"27/07/2018 11:50"
"2414",4,"27/07/2018 16:15"
"2415",-11,"27/07/2018 17:30"
"2416",5,"27/07/2018 7:20"
"2417",-4,"27/07/2018 13:40"
"2418",-1,"27/07/2018 11:10"
"2419",4,"27/07/2018 17:45"
"2420",8,"27/07/2018 9:50"
"2421",-1,"27/07/2018 5:55"
"2422",35,"27/07/2018 13:50"
"2423",-14,"27/07/2018 6:55"
"2424",-5,"27/07/2018 10:55"
"2425",-9,"27/07/2018 8:55"
"2426",-1,"27/07/2018 9:10"
"2427",10,"27/07/2018 7:00"
"2428",-12,"27/07/2018 15:35"
"2429",32,"27/07/2018 20:25"
"2430",105,"27/07/2018 17:25"
"2431",20,"27/07/2018 15:40"
"2432",39,"27/07/2018 9:40"
"2433",-10,"27/07/2018 3:50"
"2434",29,"27/07/2018 21:10"
"2435",-6,"27/07/2018 5:45"
"2436",108,"27/07/2018 18:00"
"2437",-10,"27/07/2018 20:00"
"2438",113,"27/07/2018 22:05"
"2439",24,"27/07/2018 14:10"
"2440",-13,"27/07/2018 16:15"
"2441",-11,"27/07/2018 8:35"
"2442",0,"27/07/2018 12:40"
"2443",20,"27/07/2018 7:15"
"2444",5,"27/07/2018 7:10"
"2445",4,"27/07/2018 17:00"
"2446",-9,"27/07/2018 6:35"
"2447",47,"30/10/2018 12:40"
"2448",-4,"05/02/2019 12:40"
"2449",3,"05/02/2019 0:40"
"2450",21,"17/12/2018 12:40"
"2451",20,"17/12/2018 0:40"
"2452",31,"02/03/2019 12:40"
"2453",12,"02/03/2019 0:40"
"2454",25,"17/10/2018 12:55"
"2455",77,"17/10/2018 22:40"
"2456",20,"07/06/2018 12:55"
"2457",9,"16/01/2019 12:40"
"2458",0,"16/01/2019 0:40"
"2459",5,"13/07/2018 7:50"
"2460",5,"13/07/2018 14:50"
"2461",97,"13/07/2018 23:15"
"2462",0,"13/07/2018 23:05"
"2463",-33,"13/07/2018 12:25"
"2464",31,"13/07/2018 18:55"
"2465",9,"13/07/2018 8:00"
"2466",-3,"13/07/2018 18:35"
"2467",68,"13/07/2018 23:25"
"2468",25,"13/07/2018 4:05"
"2469",7,"13/07/2018 14:15"
"2470",130,"13/07/2018 17:55"
"2471",42,"13/07/2018 20:40"
"2472",-25,"13/07/2018 6:40"
"2473",-15,"13/07/2018 4:20"
"2474",-7,"13/07/2018 11:50"
"2475",10,"13/07/2018 16:15"
"2476",23,"13/07/2018 17:30"
"2477",22,"13/07/2018 7:20"
"2478",7,"13/07/2018 13:40"
"2479",92,"13/07/2018 17:45"
"2480",67,"13/07/2018 9:50"
"2481",108,"13/07/2018 5:55"
"2482",73,"13/07/2018 13:50"
"2483",-5,"13/07/2018 6:55"
"2484",4,"13/07/2018 10:55"
"2485",12,"13/07/2018 9:10"
"2486",-21,"13/07/2018 7:00"
"2487",51,"13/07/2018 15:35"
"2488",74,"13/07/2018 20:25"
"2489",230,"13/07/2018 17:25"
"2490",4,"13/07/2018 15:40"
"2491",10,"13/07/2018 9:40"
"2492",-16,"13/07/2018 3:50"
"2493",95,"13/07/2018 21:10"
"2494",-7,"13/07/2018 5:45"
"2495",126,"13/07/2018 18:00"
"2496",131,"13/07/2018 20:00"
"2497",211,"13/07/2018 22:05"
"2498",3,"13/07/2018 14:10"
"2499",25,"13/07/2018 16:15"
"2500",-7,"13/07/2018 8:35"
"2501",-19,"13/07/2018 12:40"
"2502",-20,"13/07/2018 7:15"
"2503",0,"13/07/2018 7:10"
"2504",24,"13/07/2018 17:00"
"2505",36,"13/07/2018 6:35"
"2506",-5,"31/03/2019 12:55"
"2507",12,"31/03/2019 0:40"
"2508",9,"05/02/2019 7:40"
"2509",-14,"05/02/2019 8:30"
"2510",0,"05/02/2019 16:35"
"2511",-15,"05/02/2019 23:10"
"2512",22,"05/02/2019 10:55"
"2513",9,"05/02/2019 14:40"
"2514",14,"05/02/2019 9:50"
"2515",0,"05/02/2019 18:35"
"2516",0,"05/02/2019 18:20"
"2517",-6,"05/02/2019 23:25"
"2518",-1,"05/02/2019 3:55"
"2519",28,"05/02/2019 13:55"
"2520",-5,"05/02/2019 20:55"
"2521",-13,"05/02/2019 6:50"
"2522",15,"05/02/2019 11:40"
"2523",-17,"05/02/2019 15:50"
"2524",6,"05/02/2019 18:00"
"2525",-21,"05/02/2019 7:20"
"2526",-17,"05/02/2019 13:30"
"2527",5,"05/02/2019 11:20"
"2528",22,"05/02/2019 17:40"
"2529",-1,"05/02/2019 5:50"
"2530",-8,"05/02/2019 13:45"
"2531",12,"05/02/2019 7:30"
"2532",-10,"05/02/2019 5:45"
"2533",-14,"05/02/2019 15:55"
"2534",95,"05/02/2019 20:40"
"2535",95,"05/02/2019 21:45"
"2536",8,"05/02/2019 8:00"
"2537",-12,"05/02/2019 16:50"
"2538",-10,"05/02/2019 9:55"
"2539",15,"05/02/2019 20:00"
"2540",-4,"05/02/2019 6:00"
"2541",-18,"05/02/2019 17:25"
"2542",121,"05/02/2019 18:05"
"2543",54,"05/02/2019 19:30"
"2544",33,"05/02/2019 10:40"
"2545",-12,"05/02/2019 15:50"
"2546",1,"05/02/2019 9:10"
"2547",15,"05/02/2019 12:55"
"2548",-1,"05/02/2019 0:05"
"2549",-5,"05/02/2019 7:10"
"2550",9,"05/02/2019 16:50"
"2551",4,"05/02/2019 17:15"
"2552",61,"05/02/2019 10:45"
"2553",-8,"05/02/2019 6:40"
"2554",46,"02/08/2018 12:55"
"2555",64,"02/08/2018 22:40"
"2556",70,"13/09/2018 12:55"
"2557",64,"13/09/2018 22:40"
"2558",15,"17/12/2018 7:40"
"2559",-7,"17/12/2018 8:30"
"2560",39,"17/12/2018 23:00"
"2561",8,"17/12/2018 23:40"
"2562",60,"17/12/2018 10:55"
"2563",-9,"17/12/2018 14:40"
"2564",47,"17/12/2018 18:35"
"2565",5,"17/12/2018 6:40"
"2566",2,"17/12/2018 18:20"
"2567",-6,"17/12/2018 3:55"
"2568",43,"17/12/2018 13:55"
"2569",93,"17/12/2018 20:55"
"2570",3,"17/12/2018 6:50"
"2571",-8,"17/12/2018 11:40"
"2572",0,"17/12/2018 15:50"
"2573",-16,"17/12/2018 18:00"
"2574",2,"17/12/2018 7:20"
"2575",3,"17/12/2018 13:30"
"2576",21,"17/12/2018 11:20"
"2577",51,"17/12/2018 17:40"
"2578",-14,"17/12/2018 9:50"
"2579",-17,"17/12/2018 5:50"
"2580",32,"17/12/2018 13:45"
"2581",10,"17/12/2018 7:30"
"2582",54,"17/12/2018 16:25"
"2583",-1,"17/12/2018 6:10"
"2584",-1,"17/12/2018 15:55"
"2585",13,"17/12/2018 20:40"
"2586",112,"17/12/2018 21:45"
"2587",-9,"17/12/2018 8:00"
"2588",-5,"17/12/2018 16:50"
"2589",0,"17/12/2018 9:55"
"2590",-10,"17/12/2018 20:00"
"2591",-14,"17/12/2018 6:00"
"2592",113,"17/12/2018 17:25"
"2593",114,"17/12/2018 18:05"
"2594",95,"17/12/2018 19:30"
"2595",128,"17/12/2018 21:40"
"2596",6,"17/12/2018 10:40"
"2597",4,"17/12/2018 15:50"
"2598",-17,"17/12/2018 9:10"
"2599",-4,"17/12/2018 12:55"
"2600",4,"17/12/2018 7:10"
"2601",85,"17/12/2018 15:25"
"2602",14,"17/12/2018 16:50"
"2603",20,"17/12/2018 6:40"
"2604",5,"17/10/2018 7:50"
"2605",-6,"17/10/2018 14:50"
"2606",-10,"17/10/2018 23:15"
"2607",-5,"17/10/2018 23:35"
"2608",-12,"17/10/2018 18:55"
"2609",-3,"17/10/2018 8:00"
"2610",-13,"17/10/2018 18:25"
"2611",-17,"17/10/2018 4:05"
"2612",22,"17/10/2018 14:15"
"2613",58,"17/10/2018 17:55"
"2614",5,"17/10/2018 20:40"
"2615",2,"17/10/2018 6:40"
"2616",72,"17/10/2018 4:20"
"2617",15,"17/10/2018 11:50"
"2618",5,"17/10/2018 16:15"
"2619",32,"17/10/2018 17:30"
"2620",15,"17/10/2018 7:20"
"2621",10,"17/10/2018 13:40"
"2622",0,"17/10/2018 11:10"
"2623",70,"17/10/2018 17:45"
"2624",-6,"17/10/2018 9:50"
"2625",0,"17/10/2018 5:55"
"2626",-10,"17/10/2018 13:50"
"2627",-17,"17/10/2018 6:55"
"2628",-16,"17/10/2018 10:55"
"2629",-19,"17/10/2018 8:55"
"2630",5,"17/10/2018 9:10"
"2631",-2,"17/10/2018 7:00"
"2632",-10,"17/10/2018 15:35"
"2633",4,"17/10/2018 20:25"
"2634",-1,"17/10/2018 22:15"
"2635",30,"17/10/2018 17:25"
"2636",-19,"17/10/2018 15:40"
"2637",20,"17/10/2018 9:40"
"2638",-16,"17/10/2018 3:50"
"2639",27,"17/10/2018 21:10"
"2640",-12,"17/10/2018 5:45"
"2641",-2,"17/10/2018 18:00"
"2642",-7,"17/10/2018 23:05"
"2643",-18,"17/10/2018 20:00"
"2644",13,"17/10/2018 22:05"
"2645",-8,"17/10/2018 14:10"
"2646",-14,"17/10/2018 8:35"
"2647",-25,"17/10/2018 12:40"
"2648",-6,"17/10/2018 7:15"
"2649",-3,"17/10/2018 7:10"
"2650",8,"17/10/2018 16:15"
"2651",12,"17/10/2018 17:00"
"2652",6,"17/10/2018 6:35"
"2653",0,"02/03/2019 7:20"
"2654",-1,"02/03/2019 8:30"
"2655",14,"02/03/2019 23:00"
"2656",-1,"02/03/2019 16:35"
"2657",-4,"02/03/2019 23:40"
"2658",1,"02/03/2019 10:55"
"2659",8,"02/03/2019 14:40"
"2660",-13,"02/03/2019 9:50"
"2661",-8,"02/03/2019 18:35"
"2662",-2,"02/03/2019 8:45"
"2663",-7,"02/03/2019 18:20"
"2664",-24,"02/03/2019 3:55"
"2665",28,"02/03/2019 13:55"
"2666",178,"02/03/2019 20:55"
"2667",-14,"02/03/2019 6:50"
"2668",-17,"02/03/2019 11:40"
"2669",50,"02/03/2019 15:50"
"2670",19,"02/03/2019 18:00"
"2671",0,"02/03/2019 7:20"
"2672",10,"02/03/2019 13:30"
"2673",23,"02/03/2019 11:20"
"2674",85,"02/03/2019 17:40"
"2675",-10,"02/03/2019 5:50"
"2676",22,"02/03/2019 13:45"
"2677",-19,"02/03/2019 7:30"
"2678",-7,"02/03/2019 6:10"
"2679",15,"02/03/2019 15:55"
"2680",41,"02/03/2019 20:40"
"2681",14,"02/03/2019 21:45"
"2682",-10,"02/03/2019 8:00"
"2683",-18,"02/03/2019 16:50"
"2684",-17,"02/03/2019 9:55"
"2685",48,"02/03/2019 20:00"
"2686",-7,"02/03/2019 6:00"
"2687",15,"02/03/2019 17:25"
"2688",30,"02/03/2019 18:05"
"2689",15,"02/03/2019 19:30"
"2690",80,"02/03/2019 21:40"
"2691",-8,"02/03/2019 10:40"
"2692",-13,"02/03/2019 15:50"
"2693",-17,"02/03/2019 9:10"
"2694",79,"02/03/2019 12:55"
"2695",18,"02/03/2019 7:10"
"2696",-1,"02/03/2019 17:15"
"2697",0,"02/03/2019 16:50"
"2698",7,"02/03/2019 6:40"
"2699",19,"16/01/2019 7:40"
"2700",30,"16/01/2019 8:30"
"2701",4,"16/01/2019 23:00"
"2702",-7,"16/01/2019 23:40"
"2703",8,"16/01/2019 10:55"
"2704",14,"16/01/2019 14:40"
"2705",45,"16/01/2019 9:50"
"2706",11,"16/01/2019 18:35"
"2707",39,"16/01/2019 6:40"
"2708",39,"16/01/2019 18:20"
"2709",-15,"16/01/2019 3:55"
"2710",-15,"16/01/2019 13:55"
"2711",109,"16/01/2019 20:55"
"2712",4,"16/01/2019 6:50"
"2713",-10,"16/01/2019 11:40"
"2714",0,"16/01/2019 15:50"
"2715",22,"16/01/2019 18:00"
"2716",3,"16/01/2019 7:20"
"2717",-13,"16/01/2019 13:30"
"2718",-12,"16/01/2019 11:20"
"2719",91,"16/01/2019 17:40"
"2720",-7,"16/01/2019 5:50"
"2721",-19,"16/01/2019 13:45"
"2722",0,"16/01/2019 7:30"
"2723",2,"16/01/2019 16:25"
"2724",-10,"16/01/2019 6:10"
"2725",-7,"16/01/2019 15:55"
"2726",13,"16/01/2019 20:40"
"2727",23,"16/01/2019 8:00"
"2728",52,"16/01/2019 16:50"
"2729",-24,"16/01/2019 9:55"
"2730",8,"16/01/2019 20:00"
"2731",25,"16/01/2019 6:00"
"2732",54,"16/01/2019 17:25"
"2733",140,"16/01/2019 18:05"
"2734",95,"16/01/2019 19:30"
"2735",75,"16/01/2019 21:40"
"2736",27,"16/01/2019 10:40"
"2737",16,"16/01/2019 15:50"
"2738",-20,"16/01/2019 9:10"
"2739",-7,"16/01/2019 12:55"
"2740",40,"16/01/2019 7:10"
"2741",6,"16/01/2019 17:15"
"2742",7,"16/01/2019 16:50"
"2743",0,"16/01/2019 8:25"
"2744",7,"07/06/2018 7:50"
"2745",10,"07/06/2018 14:50"
"2746",-8,"07/06/2018 23:15"
"2747",-12,"07/06/2018 12:25"
"2748",-2,"07/06/2018 18:55"
"2749",-1,"07/06/2018 18:25"
"2750",-3,"07/06/2018 4:05"
"2751",0,"07/06/2018 14:15"
"2752",87,"07/06/2018 17:55"
"2753",-12,"07/06/2018 20:40"
"2754",-10,"07/06/2018 6:40"
"2755",12,"07/06/2018 4:20"
"2756",3,"07/06/2018 11:50"
"2757",-26,"07/06/2018 16:15"
"2758",15,"07/06/2018 17:30"
"2759",12,"07/06/2018 7:20"
"2760",0,"07/06/2018 13:40"
"2761",-15,"07/06/2018 11:10"
"2762",107,"07/06/2018 17:45"
"2763",17,"07/06/2018 9:50"
"2764",20,"07/06/2018 5:55"
"2765",23,"07/06/2018 13:50"
"2766",0,"07/06/2018 6:55"
"2767",-13,"07/06/2018 10:55"
"2768",-12,"07/06/2018 8:55"
"2769",0,"07/06/2018 7:00"
"2770",-4,"07/06/2018 15:35"
"2771",24,"07/06/2018 20:25"
"2772",52,"07/06/2018 22:15"
"2773",-8,"07/06/2018 15:40"
"2774",28,"07/06/2018 9:40"
"2775",-3,"07/06/2018 3:50"
"2776",20,"07/06/2018 21:10"
"2777",-1,"07/06/2018 5:45"
"2778",93,"07/06/2018 18:00"
"2779",30,"07/06/2018 23:05"
"2780",5,"07/06/2018 20:00"
"2781",83,"07/06/2018 22:05"
"2782",59,"07/06/2018 14:10"
"2783",-6,"07/06/2018 16:15"
"2784",43,"07/06/2018 8:35"
"2785",-9,"07/06/2018 12:40"
"2786",18,"07/06/2018 6:35"
"2787",13,"07/06/2018 7:15"
"2788",-10,"07/06/2018 7:10"
"2789",-10,"07/06/2018 8:35"
"2790",0,"07/06/2018 17:00"
"2791",-8,"07/06/2018 6:35"
"2792",0,"23/05/2018 12:55"
"2793",-2,"31/03/2019 7:45"
"2794",8,"31/03/2019 14:50"
"2795",17,"31/03/2019 8:55"
"2796",-6,"31/03/2019 10:40"
"2797",39,"31/03/2019 14:10"
"2798",3,"31/03/2019 12:35"
"2799",38,"31/03/2019 18:50"
"2800",26,"31/03/2019 18:10"
"2801",3,"31/03/2019 4:05"
"2802",52,"31/03/2019 14:00"
"2803",16,"31/03/2019 17:00"
"2804",162,"31/03/2019 20:45"
"2805",-16,"31/03/2019 6:35"
"2806",19,"31/03/2019 4:20"
"2807",47,"31/03/2019 16:00"
"2808",62,"31/03/2019 17:30"
"2809",-4,"31/03/2019 7:20"
"2810",-12,"31/03/2019 13:40"
"2811",14,"31/03/2019 11:10"
"2812",25,"31/03/2019 11:50"
"2813",98,"31/03/2019 17:45"
"2814",9,"31/03/2019 9:50"
"2815",12,"31/03/2019 5:35"
"2816",21,"31/03/2019 13:50"
"2817",-12,"31/03/2019 6:55"
"2818",-12,"31/03/2019 9:05"
"2819",4,"31/03/2019 7:00"
"2820",5,"31/03/2019 15:30"
"2821",33,"31/03/2019 20:25"
"2822",74,"31/03/2019 22:15"
"2823",-9,"31/03/2019 8:00"
"2824",-3,"31/03/2019 16:35"
"2825",-2,"31/03/2019 9:40"
"2826",74,"31/03/2019 19:50"
"2827",103,"31/03/2019 17:25"
"2828",9,"31/03/2019 21:15"
"2829",-8,"31/03/2019 5:45"
"2830",45,"31/03/2019 18:00"
"2831",112,"31/03/2019 20:00"
"2832",113,"31/03/2019 22:05"
"2833",-3,"31/03/2019 10:55"
"2834",48,"31/03/2019 15:05"
"2835",-14,"31/03/2019 8:35"
"2836",9,"31/03/2019 12:25"
"2837",9,"31/03/2019 0:05"
"2838",0,"31/03/2019 7:10"
"2839",37,"31/03/2019 17:35"
"2840",-1,"31/03/2019 16:10"
"2841",-1,"31/03/2019 6:30"
"2842",-5,"31/03/2019 8:30"
"2843",-10,"02/08/2018 7:50"
"2844",-14,"02/08/2018 14:50"
"2845",-12,"02/08/2018 23:15"
"2846",-7,"02/08/2018 23:35"
"2847",-10,"02/08/2018 12:25"
"2848",-5,"02/08/2018 18:55"
"2849",-12,"02/08/2018 18:25"
"2850",-18,"02/08/2018 4:05"
"2851",-4,"02/08/2018 14:15"
"2852",15,"02/08/2018 17:55"
"2853",-17,"02/08/2018 6:40"
"2854",5,"02/08/2018 4:20"
"2855",-11,"02/08/2018 11:50"
"2856",-18,"02/08/2018 16:15"
"2857",-1,"02/08/2018 17:30"
"2858",-18,"02/08/2018 7:20"
"2859",-5,"02/08/2018 13:40"
"2860",0,"02/08/2018 11:10"
"2861",-9,"02/08/2018 17:45"
"2862",10,"02/08/2018 9:50"
"2863",4,"02/08/2018 5:55"
"2864",-10,"02/08/2018 13:50"
"2865",-18,"02/08/2018 10:55"
"2866",-12,"02/08/2018 8:55"
"2867",10,"02/08/2018 7:00"
"2868",-26,"02/08/2018 15:35"
"2869",-22,"02/08/2018 22:15"
"2870",15,"02/08/2018 17:25"
"2871",-13,"02/08/2018 15:40"
"2872",-6,"02/08/2018 9:40"
"2873",25,"02/08/2018 3:50"
"2874",-18,"02/08/2018 21:10"
"2875",0,"02/08/2018 5:45"
"2876",55,"02/08/2018 18:00"
"2877",-38,"02/08/2018 23:05"
"2878",-10,"02/08/2018 20:00"
"2879",-12,"02/08/2018 22:05"
"2880",30,"02/08/2018 14:10"
"2881",-29,"02/08/2018 16:15"
"2882",-17,"02/08/2018 8:35"
"2883",14,"02/08/2018 12:40"
"2884",38,"02/08/2018 7:15"
"2885",10,"02/08/2018 7:10"
"2886",-11,"02/08/2018 17:35"
"2887",-6,"02/08/2018 8:35"
"2888",-2,"02/08/2018 6:35"
"2889",40,"14/11/2018 12:40"
"2890",343,"14/11/2018 0:40"
"2891",-7,"13/09/2018 14:50"
"2892",5,"13/09/2018 23:15"
"2893",-10,"13/09/2018 23:35"
"2894",4,"13/09/2018 18:55"
"2895",-16,"13/09/2018 8:00"
"2896",-5,"13/09/2018 18:25"
"2897",-25,"13/09/2018 4:05"
"2898",-11,"13/09/2018 14:15"
"2899",21,"13/09/2018 17:55"
"2900",-10,"13/09/2018 20:40"
"2901",-16,"13/09/2018 6:40"
"2902",-20,"13/09/2018 4:20"
"2903",-3,"13/09/2018 11:50"
"2904",-19,"13/09/2018 16:15"
"2905",-12,"13/09/2018 17:30"
"2906",-8,"13/09/2018 7:20"
"2907",-8,"13/09/2018 13:40"
"2908",5,"13/09/2018 11:10"
"2909",75,"13/09/2018 17:45"
"2910",-9,"13/09/2018 5:55"
"2911",-15,"13/09/2018 13:50"
"2912",5,"13/09/2018 10:55"
"2913",62,"13/09/2018 8:55"
"2914",-17,"13/09/2018 7:00"
"2915",-18,"13/09/2018 15:35"
"2916",13,"13/09/2018 20:25"
"2917",74,"13/09/2018 22:15"
"2918",20,"13/09/2018 17:25"
"2919",-17,"13/09/2018 15:40"
"2920",43,"13/09/2018 9:40"
"2921",0,"13/09/2018 5:10"
"2922",62,"13/09/2018 21:10"
"2923",-16,"13/09/2018 5:45"
"2924",-6,"13/09/2018 18:00"
"2925",9,"13/09/2018 23:05"
"2926",-18,"13/09/2018 20:00"
"2927",45,"13/09/2018 22:05"
"2928",-5,"13/09/2018 14:10"
"2929",11,"13/09/2018 16:15"
"2930",55,"13/09/2018 8:35"
"2931",-18,"13/09/2018 12:40"
"2932",-17,"13/09/2018 8:20"
"2933",-5,"13/09/2018 7:10"
"2934",0,"13/09/2018 17:35"
"2935",0,"13/09/2018 8:35"
"2936",-6,"13/09/2018 6:35"
"2937",9,"14/11/2018 7:40"
"2938",10,"14/11/2018 8:30"
"2939",-2,"14/11/2018 23:00"
"2940",7,"14/11/2018 23:40"
"2941",-10,"14/11/2018 10:55"
"2942",42,"14/11/2018 14:40"
"2943",25,"14/11/2018 18:35"
"2944",50,"14/11/2018 6:40"
"2945",-26,"14/11/2018 18:20"
"2946",20,"14/11/2018 3:55"
"2947",18,"14/11/2018 13:55"
"2948",165,"14/11/2018 20:55"
"2949",-2,"14/11/2018 6:50"
"2950",44,"14/11/2018 11:40"
"2951",-18,"14/11/2018 15:50"
"2952",9,"14/11/2018 18:00"
"2953",-6,"14/11/2018 7:20"
"2954",14,"14/11/2018 13:30"
"2955",-7,"14/11/2018 11:20"
"2956",0,"14/11/2018 17:40"
"2957",24,"14/11/2018 9:50"
"2958",19,"14/11/2018 5:50"
"2959",8,"14/11/2018 13:45"
"2960",-2,"14/11/2018 16:25"
"2961",32,"14/11/2018 6:10"
"2962",1,"14/11/2018 15:55"
"2963",11,"14/11/2018 20:40"
"2964",-20,"14/11/2018 21:45"
"2965",6,"14/11/2018 8:00"
"2966",-6,"14/11/2018 16:50"
"2967",-5,"14/11/2018 9:55"
"2968",7,"14/11/2018 6:00"
"2969",130,"14/11/2018 17:25"
"2970",135,"14/11/2018 18:05"
"2971",134,"14/11/2018 19:30"
"2972",83,"14/11/2018 21:40"
"2973",15,"14/11/2018 10:40"
"2974",174,"14/11/2018 15:50"
"2975",-13,"14/11/2018 9:10"
"2976",135,"14/11/2018 12:55"
"2977",15,"14/11/2018 7:10"
"2978",45,"14/11/2018 17:15"
"2979",9,"14/11/2018 16:50"
"2980",0,"14/11/2018 8:25"
"2981",-3,"23/05/2018 7:50"
"2982",0,"23/05/2018 14:50"
"2983",-2,"23/05/2018 12:25"
"2984",15,"23/05/2018 18:55"
"2985",-6,"23/05/2018 18:25"
"2986",-9,"23/05/2018 4:05"
"2987",-13,"23/05/2018 14:15"
"2988",-3,"23/05/2018 17:55"
"2989",10,"23/05/2018 6:40"
"2990",-5,"23/05/2018 4:20"
"2991",4,"23/05/2018 11:50"
"2992",-6,"23/05/2018 16:15"
"2993",55,"23/05/2018 17:30"
"2994",38,"23/05/2018 7:20"
"2995",15,"23/05/2018 13:40"
"2996",-8,"23/05/2018 11:10"
"2997",7,"23/05/2018 17:45"
"2998",10,"23/05/2018 9:50"
"2999",5,"23/05/2018 5:55"
"3000",0,"23/05/2018 13:50"
"3001",-5,"23/05/2018 6:55"
"3002",-11,"23/05/2018 10:55"
"3003",-25,"23/05/2018 8:55"
"3004",-15,"23/05/2018 9:10"
"3005",10,"23/05/2018 7:00"
"3006",-8,"23/05/2018 15:35"
"3007",17,"23/05/2018 17:25"
"3008",2,"23/05/2018 15:40"
"3009",-4,"23/05/2018 9:40"
"3010",-17,"23/05/2018 3:50"
"3011",-16,"23/05/2018 5:45"
"3012",22,"23/05/2018 18:00"
"3013",10,"23/05/2018 14:10"
"3014",-14,"23/05/2018 8:35"
"3015",15,"23/05/2018 12:40"
"3016",-10,"23/05/2018 5:40"
"3017",7,"23/05/2018 7:15"
"3018",22,"23/05/2018 7:10"
"3019",-2,"23/05/2018 16:15"
"3020",0,"23/05/2018 17:00"
"3021",-9,"23/05/2018 6:35"
"3022",18,"24/12/2018 7:40"
"3023",40,"24/12/2018 8:30"
"3024",-15,"24/12/2018 23:00"
"3025",-6,"24/12/2018 23:40"
"3026",-7,"24/12/2018 10:55"
"3027",21,"24/12/2018 14:40"
"3028",3,"24/12/2018 18:35"
"3029",15,"24/12/2018 6:40"
"3030",39,"24/12/2018 18:20"
"3031",-10,"24/12/2018 3:55"
"3032",123,"24/12/2018 13:55"
"3033",83,"24/12/2018 20:55"
"3034",-2,"24/12/2018 6:50"
